Name: Taxa SELIC
Data Provider: Banco Central do Brasil ( Brazil Central Bank )
Url: www3.bcb.gov.br/selic/consulta/taxaSelic.do?method=listarTaxaDiaria
Description: Brazilian Daily Interest Rate Since 1/7/2000
time,rate,factor,VNA
2012-08-14,7.8899999999999997,1.0003013999999999,5305.994822396824
2012-08-15,7.8899999999999997,1.0003013999999999,5307.5940492362934
2012-08-16,7.8899999999999997,1.0003013999999999,5309.1937580827325
2012-08-17,7.8899999999999997,1.0003013999999999,5310.7939490814178
2012-08-20,7.8899999999999997,1.0003013999999999,5312.3946223776702
2012-08-21,7.8899999999999997,1.0003013999999999,5313.995778116855
2012-08-22,7.8899999999999997,1.0003013999999999,5315.5974164443787
2012-08-23,7.8899999999999997,1.0003013999999999,5317.1995375056949
2012-08-24,7.8899999999999997,1.0003013999999999,5318.8021414462983
2012-08-27,7.8899999999999997,1.0003013999999999,5320.4052284117297
2012-08-28,7.8899999999999997,1.0003013999999999,5322.008798547572
2012-08-29,7.8899999999999997,1.0003013999999999,5323.6128519994536
2012-08-30,7.3899999999999997,1.0002829600000001,5325.2173889130463
2012-08-31,7.3899999999999997,1.0002829600000001,5326.7242124254126
2012-09-03,7.3899999999999997,1.0002829600000001,5328.2314623085613
2012-09-04,7.3899999999999997,1.0002829600000001,5329.7391386831359
2012-09-05,7.3899999999999997,1.0002829600000001,5331.2472416698174
2012-09-06,7.3899999999999997,1.0002829600000001,5332.7557713893211
2012-09-10,7.3899999999999997,1.0002829600000001,5334.2647279623934
2012-09-11,7.3899999999999997,1.0002829600000001,5335.7741115098179
2012-09-12,7.3899999999999997,1.0002829600000001,5337.2839221524118
2012-09-13,7.3899999999999997,1.0002829600000001,5338.7941600110244
2012-09-14,7.3899999999999997,1.0002829600000001,5340.304825206541
2012-09-17,7.3899999999999997,1.0002829600000001,5341.8159178598817
2012-09-18,7.3899999999999997,1.0002829600000001,5343.3274380919993
2012-09-19,7.3899999999999997,1.0002829600000001,5344.839386023883
2012-09-20,7.3899999999999997,1.0002829600000001,5346.3517617765519
2012-09-21,7.3899999999999997,1.0002829600000001,5347.8645654710654
2012-09-24,7.3899999999999997,1.0002829600000001,5349.3777972285116
2012-09-25,7.3899999999999997,1.0002829600000001,5350.8914571700152
2012-09-26,7.3899999999999997,1.0002829600000001,5352.4055454167365
2012-09-27,7.3899999999999997,1.0002829600000001,5353.9200620898682
2012-09-28,7.3899999999999997,1.0002829600000001,5355.435007310637
2012-10-01,7.3899999999999997,1.0002829600000001,5356.9503812003059
2012-10-02,7.3899999999999997,1.0002829600000001,5358.4661838801703
2012-10-03,7.3899999999999997,1.0002829600000001,5359.9824154715616
2012-10-04,7.3899999999999997,1.0002829600000001,5361.4990760958435
2012-10-05,7.3899999999999997,1.0002829600000001,5363.0161658744164
2012-10-08,7.3899999999999997,1.0002829600000001,5364.5336849287123
2012-10-09,7.3899999999999997,1.0002829600000001,5366.0516333802007
2012-10-10,7.3899999999999997,1.0002829600000001,5367.5700113503817
2012-10-11,7.1399999999999997,1.0002737100000001,5369.088818960794
2012-10-15,7.1399999999999997,1.0002737100000001,5370.5583922614323
2012-10-16,7.1399999999999997,1.0002737100000001,5372.0283677989783
2012-10-17,7.1399999999999997,1.0002737100000001,5373.4987456835288
2012-10-18,7.1399999999999997,1.0002737100000001,5374.9695260252101
2012-10-19,7.1399999999999997,1.0002737100000001,5376.4407089341794
2012-10-22,7.1399999999999997,1.0002737100000001,5377.9122945206227
2012-10-23,7.1399999999999997,1.0002737100000001,5379.3842828947563
2012-10-24,7.1399999999999997,1.0002737100000001,5380.8566741668274
2012-10-25,7.1399999999999997,1.0002737100000001,5382.3294684471148
2012-10-26,7.1399999999999997,1.0002737100000001,5383.8026658459239
2012-10-29,7.1399999999999997,1.0002737100000001,5385.2762664735928
2012-10-30,7.1399999999999997,1.0002737100000001,5386.7502704404897
2012-10-31,7.1399999999999997,1.0002737100000001,5388.2246778570125
2012-11-01,7.1399999999999997,1.0002737100000001,5389.6994888335894
2012-11-05,7.1399999999999997,1.0002737100000001,5391.1747034806785
2012-11-06,7.1399999999999997,1.0002737100000001,5392.650321908769
2012-11-07,7.1399999999999997,1.0002737100000001,5394.1263442283789
2012-11-08,7.1399999999999997,1.0002737100000001,5395.6027705500583
2012-11-09,7.1399999999999997,1.0002737100000001,5397.0796009843862
2012-11-12,7.1399999999999997,1.0002737100000001,5398.5568356419726
2012-11-13,7.1399999999999997,1.0002737100000001,5400.0344746334567
2012-11-14,7.1399999999999997,1.0002737100000001,5401.5125180695095
2012-11-16,7.1399999999999997,1.0002737100000001,5402.99096606083
2012-11-19,7.1399999999999997,1.0002737100000001,5404.4698187181521
2012-11-20,7.1399999999999997,1.0002737100000001,5405.9490761522338
2012-11-21,7.1399999999999997,1.0002737100000001,5407.4287384738673
2012-11-22,7.1399999999999997,1.0002737100000001,5408.9088057938752
2012-11-23,7.1399999999999997,1.0002737100000001,5410.3892782231096
2012-11-26,7.1399999999999997,1.0002737100000001,5411.8701558724533
2012-11-27,7.1399999999999997,1.0002737100000001,5413.3514388528174
2012-11-28,7.1399999999999997,1.0002737100000001,5414.8331272751466
2012-11-29,7.1399999999999997,1.0002737100000001,5416.3152212504137
2012-11-30,7.1399999999999997,1.0002737100000001,5417.7977208896227
2012-12-03,7.1399999999999997,1.0002737100000001,5419.2806263038083
2012-12-04,7.1399999999999997,1.0002737100000001,5420.7639376040343
2012-12-05,7.1399999999999997,1.0002737100000001,5422.2476549013963
2012-12-06,7.1399999999999997,1.0002737100000001,5423.7317783070202
2012-12-07,7.1399999999999997,1.0002737100000001,5425.2163079320617
2012-12-10,7.1399999999999997,1.0002737100000001,5426.7012438877073
2012-12-11,7.1299999999999999,1.0002733399999999,5428.1865862851719
2012-12-12,7.1299999999999999,1.0002733399999999,5429.6703268066658
2012-12-13,7.1299999999999999,1.0002733399999999,5431.1544728937943
2012-12-14,7.1200000000000001,1.0002729699999999,5432.6390246574147
2012-12-17,7.1200000000000001,1.0002729699999999,5434.1219721319749
2012-12-18,7.1100000000000003,1.0002726,5435.605324406708
2012-12-19,7.1100000000000003,1.0002726,5437.0870704181407
2012-12-20,7.1100000000000003,1.0002726,5438.5692203535364
